0.448436	-0.221144	0.000000	1.000000	0.000000	0.000000	0.000000
0.452208	-0.223004	0.000000	1.000000	0.000000	0.000000	0.000000
2.704682	-1.381372	0.000000	1.000000	0.000000	0.000000	0.000000
2.585044	-1.381704	0.000000	1.000000	0.000000	0.000000	0.000000
-0.293492	0.990811	0.000000	1.000000	0.000000	0.000000	0.000000
-0.280497	0.994568	0.000000	1.000000	0.000000	0.000000	0.000000
0.451293	-0.215256	0.000000	1.000000	0.000000	0.000000	0.000000
0.455088	-0.217066	0.000000	1.000000	0.000000	0.000000	0.000000
-2.482612	-3.800045	0.000000	1.000000	0.000000	0.000000	0.000000
-2.482612	-3.474976	0.000000	1.000000	0.000000	0.000000	0.000000
2.566815	1.413892	0.000000	1.000000	0.000000	0.000000	0.000000
2.548168	1.445840	0.000000	1.000000	0.000000	0.000000	0.000000
0.454072	-0.209330	0.000000	1.000000	0.000000	0.000000	0.000000
0.457890	-0.211090	0.000000	1.000000	0.000000	0.000000	0.000000
-3.839353	-3.800045	0.000000	1.000000	0.000000	0.000000	0.000000
-3.494524	-3.800045	0.000000	1.000000	0.000000	0.000000	0.000000
0.254366	1.001570	0.000000	1.000000	0.000000	0.000000	0.000000
0.262896	1.035157	0.000000	1.000000	0.000000	0.000000	0.000000
0.456773	-0.203368	0.000000	1.000000	0.000000	0.000000	0.000000
0.460614	-0.205079	0.000000	1.000000	0.000000	0.000000	0.000000
2.722417	-1.348943	0.000000	1.000000	0.000000	0.000000	0.000000
2.602852	-1.349280	0.000000	1.000000	0.000000	0.000000	0.000000
-0.267455	0.998154	0.000000	1.000000	0.000000	0.000000	0.000000
0.459396	-0.197372	0.000000	1.000000	0.000000	0.000000	0.000000
0.463259	-0.199032	0.000000	1.000000	0.000000	0.000000	0.000000
-2.300771	-3.800045	0.000000	1.000000	0.000000	0.000000	0.000000
-2.300771	-3.474976	0.000000	1.000000	0.000000	0.000000	0.000000
2.529106	1.477540	0.000000	1.000000	0.000000	0.000000	0.000000
0.461940	-0.191342	0.000000	1.000000	0.000000	0.000000	0.000000
0.465825	-0.192951	0.000000	1.000000	0.000000	0.000000	0.000000
-3.191121	-3.800045	0.000000	1.000000	0.000000	0.000000	0.000000
0.267455	0.998154	0.000000	1.000000	0.000000	0.000000	0.000000
0.276424	1.031627	0.000000	1.000000	0.000000	0.000000	0.000000
0.464405	-0.185279	0.000000	1.000000	0.000000	0.000000	0.000000
0.468310	-0.186837	0.000000	1.000000	0.000000	0.000000	0.000000
2.739730	-1.316286	0.000000	1.000000	0.000000	0.000000	0.000000
2.620236	-1.316625	0.000000	1.000000	0.000000	0.000000	0.000000
-0.254366	1.001570	0.000000	1.000000	0.000000	0.000000	0.000000
0.466790	-0.179184	0.000000	1.000000	0.000000	0.000000	0.000000
0.470716	-0.180691	0.000000	1.000000	0.000000	0.000000	0.000000
-2.140775	-3.800045	0.000000	1.000000	0.000000	0.000000	0.000000
-2.140775	-3.474976	0.000000	1.000000	0.000000	0.000000	0.000000
2.509633	1.508988	0.000000	1.000000	0.000000	0.000000	0.000000
0.469096	-0.173059	0.000000	1.000000	0.000000	0.000000	0.000000
0.473041	-0.174514	0.000000	1.000000	0.000000	0.000000	0.000000
-2.924166	-3.800045	0.000000	1.000000	0.000000	0.000000	0.000000
-0.755203	0.755203	0.000000	1.000000	0.000000	0.000000	0.000000
-0.745253	0.765024	0.000000	1.000000	0.000000	0.000000	0.000000
0.280497	0.994568	0.000000	1.000000	0.000000	0.000000	0.000000
0.289904	1.027920	0.000000	1.000000	0.000000	0.000000	0.000000
0.471321	-0.166903	0.000000	1.000000	0.000000	0.000000	0.000000
0.475284	-0.168307	0.000000	1.000000	0.000000	0.000000	0.000000
2.756617	-1.283405	0.000000	1.000000	0.000000	0.000000	0.000000
2.637192	-1.283745	0.000000	1.000000	0.000000	0.000000	0.000000
-0.241234	1.004813	0.000000	1.000000	0.000000	0.000000	0.000000
0.473465	-0.160720	0.000000	1.000000	0.000000	0.000000	0.000000
0.477447	-0.162071	0.000000	1.000000	0.000000	0.000000	0.000000
-7.155347	-4.164718	0.000000	1.000000	0.000000	0.000000	0.000000
-7.155347	-3.800045	0.000000	1.000000	0.000000	0.000000	0.000000
2.489751	1.540179	0.000000	1.000000	0.000000	0.000000	0.000000
0.475528	-0.154509	0.000000	1.000000	0.000000	0.000000	0.000000
